관련 태그 전체,콘텐츠 ID,콘텐츠명,주소,도로명주소,태그,간단소개,위도,경도,우편번호,전화번호,썸네일 이미지경로
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단독접근가능,단차없음,승강기,장애인 전용 주차장,어려움",CONT_000000000501083,카이리조트,제주특별자치도 제주시 한림읍 협재리 2021-1,제주특별자치도 제주시 한림읍 협재2길 10,"휴식,숙소,리조트,휴양콘도,주차장,공공와이파이존,협재해수욕장,수영장,온돌방,무장애관광",한림공원과 협재해수욕장 근처에 위치한 호텔식 리조트,33.3922148,126.2409676,,064-796-2428,
"서귀포, 게스트하우스,공용주차장,화장실,무료 WIFI",CNTS_000000000021312,볼몽지엥하우스,제주특별자치도 서귀포시 보목동 482,제주특별자치도 서귀포시 보목포로1번길 10,"서귀포,게스트하우스,숙소,돌담풍경마을,조식 포함,단체여행객,자연경관,민박",따뜻한 추억을 선물할 게스트하우스,33.241978,126.605995,63599,010-4587-5535,
"숙소,휴양펜션,펜션,해수욕장,공공와이파이존,바비큐,단체여행객,온돌방,수상레저,화장실,무료 WIFI",CNTS_000000000022145,쁘띠제주빅터펜션,제주특별자치도 제주시 도두2동 713-3,제주특별자치도 제주시 서해안로 340,"숙소,휴양펜션,펜션,해수욕장,공공와이파이존,바비큐,단체여행객,온돌방,수상레저",쁘띠제주빅터펜션은 도두 해안도로에서 신상 객실과 오션뷰 바베큐를 즐길 수 있는 펜션입니다.,33.51009,126.48142,63115,010-9349-8153,
"게스트하우스,펜션,휴양펜션,민박,마을관광,조식,농어촌민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,아주 어려움",CONT_000000000500847,라메종베니인제주,제주특별자치도 서귀포시 성산읍 고성리 188-1,제주특별자치도 서귀포시 성산읍 신양로122번길 4-6,"게스트하우스,펜션,휴양펜션,민박,마을관광,조식,농어촌민박",축복받은 집이라는 의미를 담고 있는 신양해수욕장과 섭지코지 앞 게스트하우스,33.4397954,126.8990639,63641,064-783-7818,
"휴식,숙소,민박,펜션,휴양펜션,독채,주차장,공공와이파이존,온돌방,가족,방갈로숙박촌,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019683,놀멍쉬멍고르멍 게스트하우스,제주특별자치도 제주시 구좌읍 동복리 1334-3,제주특별자치도 제주시 구좌읍 동복남4길 5-4,"휴식,숙소,민박,펜션,휴양펜션,독채,주차장,공공와이파이존,온돌방,가족,방갈로숙박촌","*저희 민박형 펜션은 조용하고 청정지역 동복리에 위치하고 있으며 신축건물로 깨끗합니다 * 원룸형 9평, 2동으로되어 각동 최대4인이 숙박할수있고 * 부모님 동반하여 2동 모두사용하셔서 오붓하게 우리 가족들만 지낼수있답니다",33.5506479,126.7130053,,010-8660-4196,
".,숙소,게스트하우스,민박,단체여행객,주차장,공공와이파이존,조식,공용주차장,화장실,무료 WIFI,아주 어려움",CNTS_000000000021412,뱅디가름게스트하우스,제주특별자치도 서귀포시 성산읍 고성리 1052-4,제주특별자치도 서귀포시 성산읍 서성일로1222번길 17,".,숙소,게스트하우스,민박,단체여행객,주차장,공공와이파이존,조식",아늑하고 편안한 우리집,33.445717,126.90984,63641,010-5227-9232,
"우수관광사업체,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움,우수관광사업체",CONT_000000000501081,천상의노을,제주특별자치도 제주시 애월읍 신엄리 2839-1,제주특별자치도 제주시 애월읍 애월해안로 424,"우수관광사업체,펜션,휴양펜션,해수욕장,바비큐,공공와이파이존,해변",집 앞 도로가 올레16코스인 산책하기 좋은 작은 리조트형 펜션,33.4738614,126.3532006,,064-799-6116,
"휴식,숙소,게스트하우스,독채,조식 포함,단체여행객,온돌방,바비큐,공공와이파이존,화장실,무료 WIFI",CNTS_000000000022284,나무이야기게스트하우스,제주특별자치도 서귀포시 남원읍 태흥리 155-3,제주특별자치도 서귀포시 남원읍 태신삼석로 6,"휴식,숙소,게스트하우스,독채,조식 포함,단체여행객,온돌방,바비큐,공공와이파이존","남원용암해수풀장, 사려니숲길, 따라비오름, 김영갑갤러리, 쇠소깍, 위미항, 큰엉해안 제주유채꽃도로 등 많은 관광지 인근에 위치한 게스트하우스",33.294765,126.7586,63617,010-3389-4071,
"호텔,숙소,자연경관,주차장,해변,가족,가족호텔,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,엘리베이터,단독접근가능,단차없음,승강기,장애인 전용 주차장,장애인 전용 객실,어려움",CNTS_000000000018183,블루마운틴호텔,제주특별자치도 서귀포시 성산읍 성산리 196-5,제주특별자치도 서귀포시 성산읍 일출로 297,"호텔,숙소,자연경관,주차장,해변,가족,가족호텔,관광호텔,무장애관광","블루마운틴 호텔은 UNESCO 세계자연유산으로 등재된 성산일출봉과 걸어서 3분 거리에 위치하고 있는 제주의 하늘과 바다, 태양을 담고 있는 호텔이다.",33.4637856,126.9343976,,064-731-8888,
"현금결제,무료 WIFI",CNTS_000000000022119,비아 제주 스테이,제주특별자치도 제주시 연동 290-36,제주특별자치도 제주시 삼무로9길 11,"숙소,민박,주차장,공공와이파이존,힐링,주택(주거)지역","비아 cafe&stay는 공항에서 버스로 15분, 차로 10~15분 거리에 위치 해 있습니다.",33.492687,126.49494,63118,064-713-3911,
"호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018168,하니크라운호텔,제주특별자치도 제주시 이도일동 1315,제주특별자치도 제주시 삼성로 10,"호텔,숙소,공공와이파이존,양식레스토랑,환전,주차장,자연경관,관광호텔","하니크라운호텔은 쾌적하고 안락하게 잘 꾸며진 객실과 훌륭한 편의시설, 넓은 주차장을 완비하고 있다.
",33.5049614,126.5273789,,064-758-4200,
"숙소,게스트하우스,주차장,조식,카페,올레,공공와이파이존,드라이브,현금결제,카드결제,화장실,무료 WIFI",CNTS_000000000021606,도로시게스트하우스,제주특별자치도 서귀포시 성산읍 시흥리 1011-1,제주특별자치도 서귀포시 성산읍 시흥상동로68번길 26-1,"숙소,게스트하우스,주차장,조식,카페,올레,공공와이파이존,드라이브",소박하고 아담한 게스트하우스,33.4771045,126.8968889,63638,064-782-7977,
"게스트하우스,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,어려움",CONT_000000000500776,제주집,제주 특별자치도 서귀포시 성산읍 삼달리 1180-1,제주 특별자치도 서귀포시 성산읍 삼달로 235-17,"게스트하우스,민박,농어촌민박,주차장,공공와이파이존,독채",성산읍 삼달리라는 작은 시골 마을에 있는 땅콩주택 민박,33.371986,126.858116,,010-2695-4342,
"호스텔,숙소,호텔,관광호텔,주차장,공공와이파이존,오션뷰호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI",CNTS_000000000022485,바다해호텔,제주특별자치도 서귀포시 서귀동 753-3,제주특별자치도 서귀포시 천지연로 3-1,"호스텔,숙소,호텔,관광호텔,주차장,공공와이파이존,오션뷰호텔",수익금의 일부를 기부하는 제주착한호텔 소속 호텔,33.241413,126.56577,63596,064-762-5300,
"휴식,숙소,펜션,휴양펜션,주차장,해안도로,해수욕장,체험,바비큐,찜질방,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019076,해변의집,제주특별자치도 제주시 도두일동 1725,제주특별자치도 제주시 서해안로 224-1,"휴식,숙소,펜션,휴양펜션,주차장,해안도로,해수욕장,체험,바비큐,찜질방",용두암과 이호해수욕장사이 해안도로변에 위치한 해변의집 펜션은 주변에 제주해수피아가 있으며 유명먹거리식당도 많이 있습니다.,33.508289,126.470821,,064-713-1255,
"한지그림,추자민박,추자도,화장실,무료 WIFI,흡연구역,편의점,카드결제,현금결제,없음,동반불가능,유료제공,전체금연,없음,운행",CNTS_200000000009133,조은민박,제주특별자치도 제주시 추자면 대서리 129,제주특별자치도 제주시 추자면 대서4길 6,"한지그림,추자민박,추자도,숙소,민박,농어촌민박,공공와이파이존,교통",한지그림 작품이 걸려있는 민박,33.9642903,126.2929862,,010-6310-4069,
"현금결제,화장실,현금결제,스파",CNTS_200000000007666,스테이달하,제주특별자치도 제주시 애월읍 신엄리 2568-1,제주특별자치도 제주시 애월읍 신엄안1길 20,"숙소,바비큐,공공와이파이존,힐링쉼터,휴양펜션,펜션,힐링,노천온천,독채","애월에 위치해 있으며 너른 잔디밭과 야외에 노천탕, 복층 구조로 만들어진 독채 펜션",33.4731413,126.3656123,,010-8664-5385,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501079,쥬빌리펜션,제주특별자치도 서귀포시 안덕면 창천리 686-3,제주특별자치도 서귀포시 안덕면 소기왓로 84,"휴식,휴양펜션,정원,주차장,주방기구,공공와이파이존,스파,바비큐,독채,가족,펜션",올레 8코스와 9코스 지역에 위치한 따뜻한 펜션,33.2420807,126.3691944,,064-739-0303,
"펜션,숙소,휴양펜션,자연경관,해변,바비큐,해수욕장,가족,반려동물보호소,공공와이파이존,단체여행객,갯벌체험학습장,수상레저,온돌방,체험,반려동물동반입장,반려동물,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018278,바산올레펜션,제주특별자치도 서귀포시 안덕면 창천리 844-15,제주특별자치도 서귀포시 안덕면 대평로 29,"펜션,숙소,휴양펜션,자연경관,해변,바비큐,해수욕장,가족,반려동물보호소,공공와이파이존,단체여행객,갯벌체험학습장,수상레저,온돌방,체험,반려동물동반입장,반려동물,반려동물동반_숙소",중문관광단지와 화순해수욕장 중간에 위치한 바산올레펜션입니다.,33.2365893,126.3639804,,064-738-9800,
"휴식,숙소,휴양펜션,펜션,한옥,편백나무펜션,숲,노천온천,차,음식,교통,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019512,길섶나그네펜션,제주도 제주시 조천읍 와산리 1303-6,제주도 제주시 조천읍 미래로 241,"휴식,숙소,휴양펜션,펜션,한옥,편백나무펜션,숲,노천온천,차,음식,교통",제주산 천연 자연소재로 5년여에 걸친 준비 끝에 지은 한옥 펜션,33.468258,126.67884,,064-782-5971,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000500792,굿데이 펜션,제주특별자치도 서귀포시 서홍동 754-1,제주특별자치도 서귀포시 남성로115번길 2,"휴식,펜션,휴양펜션,민박,주차장,공공와이파이존,자연경관,해변,조식 포함",다양한 형태의 객실과 전객실 바다를 전망할 수 있는 펜션,33.2539385,126.5595922,,064-733-0198,
"안전인증숙소,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,,없음,동반불가능,무료제공,흡연구역제공,인터넷,,",CNTS_200000000007813,521 게스트 하우스,제주특별자치도 제주시 애월읍 신엄리 1369-16 521 게스트 하우스,제주특별자치도 제주시 애월읍 중용길 52-1 (신엄리) 521 게스트 하우스,"안전인증숙소,숙소,게스트하우스,조식 포함,안전인증민박",노년 부부가 운영하는 조용한 게스트하우스,,,912-695,010-3725-4692,
"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018242,노블렛휴양펜션,제주특별자치도 서귀포시 남원읍 수망리 974-1,제주특별자치도 서귀포시 남원읍 남조로 861-83,"펜션,숙소,휴양펜션,통나무집민박,독채,주택(주거)지역,가족,민박단지",핀란드산 홍송나무로 건축되어있는 휴양펜션,33.3431179,126.6958256,,064-764-8900,
"휴식/힐링,호텔,숙소,주차장,공공와이파이존,무장애여행,편의시설,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,장애인 화장실,장애인 전용 주차장,어려움,3성급",CONT_000000000501139,호텔제이엠,제주특별자치도 제주시 연동 260-40,제주특별자치도 제주시 삼무로1길 10-7,"휴식/힐링,호텔,숙소,주차장,공공와이파이존,무장애여행,편의시설,무장애관광",신제주 도심 속 교통이 편리한 곳에 위치한 호텔,33.4903668,126.4888158,,064-747-6767,
"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,아주 어려움",CONT_000000000500929,선스토리,제주특별자치도 서귀포시 표선면 표선리 1160-1,제주특별자치도 서귀포시 표선면 표선백사로60번길 72,"펜션,숙소,휴양펜션,조식 포함,정원,해안도로,산책로,체험,캠핑",표선에 위치한 나무를 많이 사용해 지은 모던한 분위기의 펜션,33.31633,126.8377,63629,070-8635-1256,
