관련 태그 전체,콘텐츠 ID,콘텐츠명,주소,도로명주소,태그,간단소개,위도,경도,우편번호,전화번호
"카레, 일본가정식",CNTS_200000000007630,종달리엔 엄마식당,제주특별자치도 제주시 구좌읍 종달리 1935-1,제주특별자치도 제주시 구좌읍 종달로7길 15,"카레,일본가정식,음식,스테이크덮밥,덮밥,가정식카레,치킨가라아게,오징어무침,술,사케,레몬에이드,에이드",제주 구좌읍 종달리 마을안 일본가정식 밥집,33.4880673,126.8804954,,070-4146-5768
"삼다비빔밥,해물뚝배기,갈치구이,한식,음식,갈치,몸국,갈치조림,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,어려움",CONT_000000000501304,야자수 식당,제주특별자치도 제주시 한림읍 협재리 2487,제주특별자치도 제주시 한림읍 한림로 300,"삼다비빔밥,해물뚝배기,갈치구이,한식,음식,갈치,몸국,갈치조림,무장애관광",1986년부터 한림공원을 방문객에게 제주의 맛을 선보이고 있는 향토음식점,33.3879944,126.2397837,,064-796-0001
"카페,커피,빙수,아메리카노,화장실,아주 어려움",CNTS_000000000021047,커피코알라,제주특별자치도 제주시 연동 1400-2,제주특별자치도 제주시 과원북4길 71,"카페,커피,빙수,아메리카노,음식,핸드드립커피,팥빙수,눈꽃우유빙수,2022고메페스타,비엔나커피,스무디,레몬스무디,밀크쉐이크,에스프레소,에스프레소콘파냐,샤케라또,아포가토,카페라떼,카푸치노,모카치노,바닐라라떼,에이드,레몬에이드,유자에이드,자몽에이드,망고스무디,딸기스무디,생과일주스,초코라떼,고구마라떼,녹차라떼,레몬차,차,자몽차,유자차,얼그레이,잉글리쉬브렉퍼스트,캐모마일,루이보스,페퍼민트","나만의 커피의 맛을 찾아서, 커피코알라",33.48121,126.48916,63138,064-773-7004
"전복,소라,제주돌낙지,해산물,음식,해물파전,전복죽,공용주차장,현금결제,카드결제,화장실",CNTS_000000000021535,석다원,제주특별자치도 제주시 구좌읍 하도리 473,제주특별자치도 제주시 구좌읍 해맞이해안로 1752,"전복,소라,제주돌낙지,해산물,음식,해물파전,전복죽,해산물모둠,문어,돌문어,해물손칼국수,칼국수",해녀가 운영하는 싱싱한 식당 ‘석다원’,33.5271,126.8892,63363,-3113
" 베이커리,시나몬롤,밀크셰이크",CNTS_200000000008378,베이크샵스니프,제주특별자치도 서귀포시 서호동 1476-1,제주특별자치도 서귀포시 신서귀로 32,"베이커리,시나몬롤,밀크셰이크,음식,빵,커스터드푸딩,2022고메페스타,아메리카노,카페라떼,바닐라빈라떼,라떼,쿠키,브라우니",서귀포에 위치한 시나몬롤 전문 베이커리숍.,33.2517399,126.5111166,,070-8845-0727
"갈치,옥돔,고등어,한식,향토음식,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,아주 어려움",CONT_000000000501378,천제연토속음식점,제주특별자치도 서귀포시 색달동 2539,제주특별자치도 서귀포시 천제연로 45,"갈치,옥돔,고등어,한식,향토음식,음식,갈치조림,제주갈치조림,성게미역국,성게비빔밥,전복뚝배기,전복물회,전복죽,무장애관광",제주 별미인 오분작구이와 갈치회를 세트로 맛볼 수 있는 중문관광단지에 위치한 제주토속음식전문점,33.2569568,126.4111595,,064-738-3120
"흑돼지,두루치기,한식,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501277,서문뒷고기,제주특별자치도 제주시 삼도이동 821-2,제주특별자치도 제주시 중앙로14길 40-2,"흑돼지,두루치기,한식,음식,오겹살,삼겹살,항정살,가브리살,흑돼지구이,돼지구이,김치찌개,된장찌개,냉면","흑돼지 오겹살과 뒷고기, 두루치기가 맛있는 곳",33.5107686,126.5204355,,064-757-5733
"레스토랑,샐러드바,스테이크,파스타,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000001261,빅토리아,제주특별자치도 제주시 도두이동 1651,제주특별자치도 제주시 서해안로 268,"레스토랑,샐러드바,스테이크,파스타,음식,카페,커피,아메리카노",용담해안도로에 위치한 하얀 목조 건물의 분위기가 좋은 레스토랑,33.5092872,126.4742764,,064-743-7366
"카페,유기농빵,베이커리",CNTS_200000000008376,시스터필드,제주특별자치도 서귀포시 강정동 231-2,제주특별자치도 서귀포시 월드컵로 8,"카페,유기농빵,베이커리,음식,빵,아메리카노,바게트,크로아상,마들렌,쿠키,브리오슈,팥빵,크렌베리바게트,우유식빵,에그타르트",유기농 재료들을 사용하는 서귀포 빵집. ,33.2490312,126.5074027,,064-739-2225
음식,CNTS_200000000013594,우뭇개일번지,제주특별자치도 서귀포시 성산읍 성산리 108-2,제주특별자치도 서귀포시 성산읍 일출로 288,"음식,안전여행스탬프,식당,콩나물해장국,전복죽,우동,소불고기덮밥,해물라면,해장라면,해물짬뽕라면",부담없는 가격으로 맛있는 한식메뉴를 먹을 수 있는 식당,33.4631283,126.9352404,,
"해장국,김치찌개,한식,공용주차장,현금결제,카드결제,화장실,음료대,아주 어려움,착한가격 업소",CONT_000000000501380,천하대장군,제주특별자치도 제주시 노형동 758-18,제주특별자치도 제주시 진군4길 30,"해장국,김치찌개,한식,음식,감자탕,뼈다귀감자탕",한라대학교 인근에 위치한 무한 리필로 한끼 든든히 해결할 수 있는 착한가격업소,33.483098,126.4772312,,064-711-2999
"보말라면,보말죽,고등어구이,옥돔구이,해물라면,음식,라면,성게미역국,성게비빔밥,볶음밥,비빔밥,전복비빔밥,공용주차장,현금결제,카드결제,아주 어려움",CNTS_000000000021488,쫑이네밥집,제주특별자치도 서귀포시 성산읍 온평리 956-1,제주특별자치도 서귀포시 성산읍 환해장성로 549,"보말라면,보말죽,고등어구이,옥돔구이,해물라면,음식,라면,성게미역국,성게비빔밥,볶음밥,비빔밥,전복비빔밥,미역국",섭지코지와 가까운 제주의 바다 향을 담은 식당,33.40525,126.903854,63633,064-782-5880
"한경, 고산, 디저트, 수제,,,에그타르트, 스콘, 쌀스모어쿠키, 바스크치즈케이,어린이 출입가능,,가능",CNTS_200000000010714,안녕구움,제주특별자치도 제주시 한경면 고산리 2726-1 1층,제주특별자치도 제주시 한경면 고산로 49 1층,"한경,고산,디저트,수제,카페,음식,쿠키,아메리카노,에그타르트,에이드,식당,커피,오미자에이드,레몬에이드,차,카모마일,레몬차,빵,브라우니,치즈케이크",제주서쪽 한경면 고산리 작은 디저트가게 안녕구움,33.3053522,126.1791699,-,064-901-4987
"해산물뚝배기,고등어구이,갈치조림,성게국,한식,음식,갈치,전복,공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501342,일출왕뚝배기,제주특별자치도 서귀포시 성산읍 성산리 399-109,제주특별자치도 서귀포시 성산읍 일출로 247,"해산물뚝배기,고등어구이,갈치조림,성게국,한식,음식,갈치,전복","성산일출봉 근처 싱싱한 해산물이 특별한 맛집,뚝배기 전문점",33.4606915,126.9325508,,064-784-1190
"카페,커피,디저트,음식,에이드,팥빙수,아메리카노,에스프레소,바닐라라떼,카페라떼,밀크티,핸드드립커피,수제맥주,반려동물,반려동물동반입장,혼저옵서개,반려동물동반식당카페,무료 WIFI,화장실",CNTS_200000000007221,서홍정원,제주특별자치도 서귀포시 서홍동 449-8,제주 서귀포시 솜반천로55번길 12-8,"카페,커피,디저트,음식,에이드,팥빙수,아메리카노,에스프레소,바닐라라떼,카페라떼,밀크티,핸드드립커피,수제맥주,반려동물,반려동물동반입장,반려동물동반_식당카페,미숫가루,카푸치노,카라멜라떼,모카라떼,라떼,비엔나커피,얼그레이밀크티,초코라떼,말차라떼,스파클링,레몬에이드,차,루이보스,더치커피",솜반천 인근에 위치한  디저트 카페.,33.2532373,126.5553129,,064-762-5858
"카페,커피,커플스냅명소,웨딩촬영,웨딩스냅촬영,공용주차장,현금결제,카드결제,화장실,무료 WIFI,현금결제,카드결제,커피,가능",CNTS_200000000007675,더로맨틱,제주특별자치도 제주시 조천읍 교래리 476,제주특별자치도 제주시 조천읍 교래1길 26,"카페,커피,커플스냅명소,웨딩촬영,웨딩스냅촬영,음식,아메리카노,카페라떼,녹차라떼,캐모마일,얼그레이,빵,디저트,에이드,아인슈페너,크림라떼,카라멜라떼,카페모카,에스프레소,라떼,딸기라떼,그린티라떼,레몬에이드,고구마라떼,블루베리에이드,케이크,치즈케이크,초코케이크",제주 조천읍에 위치한 곳으로 커피를 마시며 예쁜 사진을 남길 수 있는 카페,33.4276176,126.6665803,,064-782-6348
"전복어,돈샤브샤브,구이,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,어려움,착한가격 업소",CONT_000000000501275,생원전복,제주특별자치도 서귀포시 안덕면 화순리 1040-5,제주특별자치도 서귀포시 안덕면 산방로 7,"전복어,돈샤브샤브,구이,음식,전복,흑돼지,샤브샤브,전복돌솥밥,전복구이,무장애관광",해녀출신의 양가 어머니로부터 전수받은 전복요리의 진수,33.245869,126.3307927,,064-792-2109
"흑돼지,양념돼지갈비,생목살,생오겹살,음식,돼지구이,흑돼지구이,삼겹살,대패삼겹살,오겹살,목살,된장찌개,김치찌개,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대",CNTS_000000000022755,순심이네한라봉돼지갈비,제주특별자치도 서귀포시 안덕면 산방로 3,제주특별자치도 서귀포시 안덕면 산방로 3,"흑돼지,양념돼지갈비,생목살,생오겹살,음식,돼지구이,흑돼지구이,삼겹살,대패삼겹살,오겹살,목살,된장찌개,김치찌개,양념갈비,흑돼지오겹살,한우,한우갈비살,차돌박이,한우살치살,한우안창살,차돌된장찌개,냉면,비빔냉면,물냉면",최상급 제주흑돼지와 한라봉으로 숙성시킨 양념돼지갈비,33.246075,126.33129,,064-792-0469
"은갈치,갈치조림,갈치구이,성게미역국,음식,제주갈치구이,제주갈치조림,생선구이정식,생선조림,성게비빔밥,전복돌솥밥,공용주차장,카드결제,화장실,무료 WIFI,아주 어려움",CNTS_000000000001097,대기정,제주특별자치도 서귀포시 대포동 1787,제주특별자치도 서귀포시 이어도로 41,"은갈치,갈치조림,갈치구이,성게미역국,음식,제주갈치구이,제주갈치조림,생선구이정식,생선조림,성게비빔밥,전복돌솥밥",취향에 따라 고르는 제주 음식,33.24031,126.428665,63544,064-739-1041
"카페,커피,음료,음식,아메리카노,카푸치노,에스프레소,카페라떼,카페모카,바닐라라떼,브런치,샌드위치,공용주차장,무료 WIFI",CNTS_000000000022682,차귀놀,제주특별자치도 제주시 한경면 용수리 4275,제주특별자치도 제주시 한경면 한경해안로 136,"카페,커피,음료,음식,아메리카노,카푸치노,에스프레소,카페라떼,카페모카,바닐라라떼,브런치,샌드위치,카라멜마끼아또,라떼,에이드,자몽에이드,레몬에이드,아포가토,쉐이크,모히또,아이스크림,아이스초코,복숭아아이스티,아이스티,팥빙수,망고빙수,녹차팥빙수,청귤차,말차라떼,밀크티,생과일주스,차,자몽차,레몬차,카모마일,캐모마일,얼그레이,핫초코,떡볶이,피자,와플,토스트",풍차로 유명한 신창해안도로 뷰를 감상할 수 있는 카페,33.322258,126.16691,63009,064-773-1578
"우럭매운탕,갈치조림,갈치구이,고등어구이,한식,음식,갈치,갈치회,제주갈치조림,제주갈치구이,고등어,고등어회,고등어조림,매운탕,횔어우럭매운탕,물회,한치물회,한치,공용주차장,현금결제,카드결제,화장실,어려움",CNTS_000000000022895,덕승식당,제주특별자치도 서귀포시 대정읍 하모리 2126-10,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 4,"우럭매운탕,갈치조림,갈치구이,고등어구이,한식,음식,갈치,갈치회,제주갈치조림,제주갈치구이,고등어,고등어회,고등어조림,매운탕,횔어우럭매운탕,물회,한치물회,한치,자리물회,활어물회,회덮밥,성게미역국,우럭조림,가오리조림,아나고탕,장어탕,지리탕,갈치국,잡어매운탕,회",전용 배를 가지고 저렴한 가격에 신선한 요리를 선보이는 해산물 전문 식당. 인기에 힘입어 기존 가게 근처에 새로 개장한 두 번째 덕승식당이다. 점심과 저녁 고루 인기가 좋다.,33.499622,126.53119,63506,-3313
"음료, 카페, 커피, 에그타르트, 아이스티",CNTS_200000000008044,아줄레주,제주특별자치도 서귀포시 성산읍 신풍리 627,제주특별자치도 서귀포시 성산읍 신풍하동로19번길 59,"음료,카페,커피,에그타르트,아이스티,음식,아메리카노,수제청,차,청귤차,레몬차,에이드,레몬에이드,카페라떼,바닐라라떼,카라멜마끼아또,에스프레소,수제청음료","에그타르트로 유명한 유럽풍의 카페
",33.366762,126.8391336,,010-2542-7278
