WRITER,CONTENT,TYPE,SCORE,CREATED_AT,OPEN_CLOSE_TIME,CATEGORY,STORE_NAME,STORE_ADDR,STORE_SCORE,HOMPAGE,ECT
만듀만듀,동문시장 4점<br/>무엇보다 사람이 진짜 많았어요. 돈복이가 사람이 제일 많아서 먹었는데 밥이 너무 날라다녀서<br/>먹기 불편했지만 맛은 있었어요. 다른곳도 다 가봤지만 제일 오래기다린 돈복이가 제일 생각에 남네요<br/>멘보샤도 맛있었는데 동문시장은 먹을곳이없어서 거지처럼 먹어야하는게 조금 힘든부분이지만<br/>차에서 먹으면됩니다..,카카오맵,4,19.09.01.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
위메이,회가  저렴함,카카오맵,3,19.08.29.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
hallo,작년만해도 이렇게 비싸지 않았던거 같은데.. <br/>오히려 서귀포 올레시장이 더 좋아지고 가격도 싸졌어요... <br/>올레시장이 관광객 시장이라 더 평이 안좋았었는데... <br/>오히려 동문이 주차도 힘들고 야시장 음식 먹으려면 쓰레기통옆에서 옹기종기 먹어야하고 시장 자체도 더럽고... 발전하지 않음 외면받을것 같은 곳이예요... <br/>저부터도 이젠 안갈듯 하네요~,카카오맵,1,19.08.01.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
독립운동가,,카카오맵,3,19.07.02.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
gestalt,20시경 가면 포장한 회가 반값,카카오맵,4,19.05.27.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
단짠단짠,한라봉은 서울이 더 싼것같아요!!!! 샘플로먹은 jmt한라봉맛과 구매배송된 한라봉의맛은 넘나 달랐어요ㅜㅜ 택배비까지하면 그냥 서울에서 사는게 훨씬낫네요.<br/>딱새우나 회 정도만 사는게 맞는듯한 시장,카카오맵,2,19.05.13.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
Mgn K,"two thumbs up for the cheesy octopus bread. it's fantastic. overall, this market is good for the traditional market experience - but after seeing one, you've seen them all. <br/><br/>downside: it's often really crowded .... I mean, really crowded and many people (unfortunately) don't pay attention so 'traffic' builds up as people wander. but if you're a patient person, there's no problem",카카오맵,4,19.05.05.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
Yuni choi,먹을곳도 별로 없고 푸드트럭도 한군데 외에는 별로고 두번은 안갑니다.,카카오맵,2,19.03.15.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
real맛집killer,주차공간이 협소한데 관리자도 없어서 차들 주차하러 올라갔다가 자리없어서 내려갔다가 악순환의 연속. 올거면 비교적 사람없는날에 오거나 대중교통타고 오세요.,카카오맵,2,19.03.10.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
자유,"낮에 갔는데, 회 말고는 딱히 먹을 게 안 보였어요. 간단한 먹거리 찾다가 오매기떡이랑 문어빵, 흑돼지고로케만 먹고 나왔어요. 시장은 생각보다 크더군요.",카카오맵,3,19.02.26.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
강수인,시장이 이리  비싸다니 놀람 분위기는 좋고 밤에 가야 더 좋을듯,카카오맵,4,19.02.11.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
삐약삐약,바가지 쓰고 돈 잘쓰면 친절하고 좋음~,카카오맵,1,19.02.10.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
고독한 탐식가,제주의 명물인 재래시장.,카카오맵,3,19.01.28.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
아라휴,딱새우 야시장,카카오맵,3,18.12.10.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
정병희,,카카오맵,2,18.12.05.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
DS,,카카오맵,3,18.10.18.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
최준성,저녁 7시(하절기 6시)<br/>8번 게이트: 푸드 골목,카카오맵,4,18.08.18.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
우여강,야시장은 괜찮다. 근데 여기서 특산물은 음..,카카오맵,2,18.07.12.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
콩지,딱새우 만원. 맛있었음,카카오맵,4,18.07.01.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
재명,야시장에 한번쯤은 가볼만한 거 같음.<br/>수산시장은 대부분 포장된 쪽새우와 회를 판매하는데<br/>신선도가 많이 떨어짐.<br/><br/>고등어는 죽은 시장고등어를 회뜬 거 같고 먹었는데도 딱 그 냄새. <br/>광어는 이상한 수입생선을 광어라 속여서 판다.<br/>역시 회는 포장된 걸 사면 안된다.,카카오맵,2,18.06.16.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
세종새댁,쉬림프웍 겁네 맛없어요. 딱새우랑 하나야끼는 맛있어요.<br/>젓갈 가격도 괜찮네요.,카카오맵,4,18.05.01.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
앨린,야시장도 있고 먹거리도 많네요. <br/>선물용 제품들 사기 좋아요<br/>주차장이 조금 복잡해서 운전 미숙한 분들은 넓은 곳에서 미리 주차하고 가심이 좋을 듯 해요,카카오맵,4,18.04.14.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
.,i love it !!,카카오맵,5,18.04.12.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
모코보코,주차공간이 매우 협소합니다 어쩌다보니 저녁에가서 야시장이 하고 있었는데 차가 많아서 힘들었어요 공영주차장은 저녁에는 요금을 안 받는것 같아요 저녁에도 회랑 기념품들 다 팔아요 초콜릿이랑 크런키를 15박스에 1만원에 팔고 제주마씸이라는 캔들 6~7천원에 팔아요 젤리? 도 2천원에 살수 있어요 야시장에서는 4천원에서 8천원정도까지 다양한 음식들이 있어요 역시나 큐브스테이크나 흑돼지 오겹살롤같은 고기류가 인기가 많아요,카카오맵,3,18.03.16.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
욜로여행,하르귤빵 맛있어요,카카오맵,3,18.01.25.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
맛집 대동여지도,길거리음식은 싸지만 회는 가격대가 어느정도 있는 시장입니다. 시장이 넓지만 그만큼 사람이 많이 북적북적하네요,카카오맵,3,18.01.13.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
MJay Ko 고 민정,Omaegi + Udo Peanuts,카카오맵,2,17.12.25.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
홍진,동문재래시장에서 방어회와 소주한잔.,카카오맵,3,17.12.20.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
내가진짜쩝쩝박산데다따라하네,관광객 바글바글<br/>주차장 난리난리,카카오맵,3,17.10.06.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
바람의아들,사람들의숨소리와따뜻한정이녹아스며든곳... 살아있는생동감을느낄수있느곳... 그래서난이곳을기회가되는대로찾고자노력한다...,카카오맵,4,17.09.27.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
Ryu용환,"제주 재래시장 동문시장<br/>동문시장에 동문시장고객지원센터가 있네염 ^^ 농수산물 전문 코너에 황금향등 각종 제주 과일도 판매하고,모슬포항에서 본 갈치도 판매하고 자리돔,한치,백조기.바다 장어도 있네요 헉 엄청 큽니다. 1미터는 되겠는데 오만원에 판매한답니다. 햐~~바다의 산삼 홍삼도 있습니다. 여기에도 각종회를 포장해서 판매하는데 저렴하네요 팬션이나 콘도에서 묵으시는 분들 동문시장에서 장 봐서 저렴하고 싱싱한 회도 즐기고 드실수 있습니다. 담에 한 번더 방문해서 자세한 정보를..ㅋ",카카오맵,4,16.11.30.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
신중기,,카카오맵,3,16.09.03.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
신인영,,카카오맵,3,16.04.09.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
석수영,,카카오맵,3,16.03.13.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
전주희,월척수산!,카카오맵,3,16.03.11.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
한달식비만300,생각보다 엄청큰 시장<br/>칼치 3마리 100.원짜리 사다가<br/>술안주로 갈치구이함,카카오맵,3,16.03.09.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
브래드입니다,친절하시고 좋와여~~<br/>번창하세요~~,카카오맵,5,22.11.25.,정보없음,분류: 서점,우생당,"제주특별자치도 제주시
                관덕로 42
                 (우)63168",5.0점,정보없음,정보없음
메렁,친절하시구 다른 서점에 없던 책도 있어서 좋아요!,카카오맵,5,22.10.27.,정보없음,분류: 서점,우생당,"제주특별자치도 제주시
                관덕로 42
                 (우)63168",5.0점,정보없음,정보없음
매기,헌책방인가 생각했는데 일반서점이에요. 비행기 결항되고 도서관 가려다가 들린 곳인데 5퍼 할인까지 해주니 탐나는전까지 사용되고 좋았어요!,카카오맵,5,22.03.26.,정보없음,분류: 서점,우생당,"제주특별자치도 제주시
                관덕로 42
                 (우)63168",5.0점,정보없음,정보없음
이태경,저렴하게 좋은책 살수있어요,카카오맵,5,22.03.03.,정보없음,분류: 서점,우생당,"제주특별자치도 제주시
                관덕로 42
                 (우)63168",5.0점,정보없음,정보없음
이원분,친절해서 아주 좋습니다.,카카오맵,5,22.02.27.,정보없음,분류: 서점,우생당,"제주특별자치도 제주시
                관덕로 42
                 (우)63168",5.0점,정보없음,정보없음
.,,카카오맵,5,21.06.21.,정보없음,분류: 서점,우생당,"제주특별자치도 제주시
                관덕로 42
                 (우)63168",5.0점,정보없음,정보없음
ㅈㅎ,"친절하시고 서점 가입하면 할인, 적립도 있어요 원하는 책 말하면 구해서 연락도 주셔요",카카오맵,5,20.11.16.,정보없음,분류: 서점,우생당,"제주특별자치도 제주시
                관덕로 42
                 (우)63168",5.0점,정보없음,정보없음
